WKT;UF;Área Tarifação;sigla;UF_Sigla;Sigla Prisma;Unidade de Negócio;Região;CM Ability;Nome do Site;Endereço;;Município;Latitude;Longitude;Fiscal responsável Vivo;Coordenador Vivo;Coordenador responsável Ability;Classificação Contratual;Modalidade;Tipo de Site;Site ao qual está associado;Detentor do site (conforme Science ou atualizações de campo);Detentor do gabinete (conforme PMTS);Sequencial Science;Monoerb;Site com GMG;Site com GPON da Rede Fixa;;;
POINT (-51.18055 -23.26947);PR;43.0;LFU;PR_LFU;M.PR.LFU;M.LD.43.LDA_2;PR - Londrina;LONDRINA;LONDRINA - FUGMAN;AVENIDA PEDRO CARRASCO ALDUAN; S/N;LONDRINA;-2.326.947;-5.118.055;Bruno Gabriel Marques Felde;Juliano Zamboni;LEANDRO DIOGO;TIPO 8 _ L2;Sob demanda - Básica;ERB / Site de TX;;CSS - CELL SITE SOLUTIONS;;1;83;794;NÃO;;;
POINT (-51.145228 -23.295642);PR;43.0;LOR;PR_LOR;M.PR.LOR;M.LD.43.LDA_2;PR - Londrina;LONDRINA;LONDRINA - ORIENTE;RUA TAPUIAS;421;LONDRINA;-23.295.642;-51.145.228;Bruno Gabriel Marques Felde;Juliano Zamboni;LEANDRO DIOGO;TIPO 8 _ L2;Sob demanda - Básica;ERB / Site de TX;;CSS - CELL SITE SOLUTIONS;;1;64;363;NÃO;;;
POINT (-51.135203 -23.2663);PR;43.0;LEA;PR_LEA;M.PR.LEA;M.LD.43.LDA_2;PR - Londrina;LONDRINA;LONDRINA - ELEVADORES ATLAS SCHINDLER;RUA ANGELINA RICCI VEZOZZO;3400;LONDRINA;-232.663;-51.135.203;Bruno Gabriel Marques Felde;Juliano Zamboni;LEANDRO DIOGO;TIPO 8 _ K2;Sob demanda - Básica;ERB / Site de TX;;VIVO;;1;85;547;NÃO;;;
POINT (-51.218836 -23.334569);PR;43.0;LGF;PR_LGF;M.PR.LGF;M.LD.43.LDA_2;PR - Londrina;LONDRINA;LONDRINA - ROYAL GOLF;AV MARATONA  ;2127;LONDRINA;-23.334.569;-51.218.836;Bruno Gabriel Marques Felde;Juliano Zamboni;LEANDRO DIOGO;TIPO 8 _ L2;Sob demanda - Básica;ERB / Site de TX;;ATC;;1;81;807;NÃO;;;
POINT (-51.178875 -23.3287);PR;43.0;LFP;PR_LFP;M.PR.LFP;M.LD.43.LDA_2;PR - Londrina;LONDRINA;LONDRINA - FAZENDA PALHANO;RUA JOÃO HUSS;455;LONDRINA;-233.287;-51.178.875;Bruno Gabriel Marques Felde;Juliano Zamboni;LEANDRO DIOGO;TIPO 8 _ L2;Sob demanda - Básica;ERB / Site de TX;;TELXIUS => ATC;;1;85;46;NÃO;;;
POINT (-51.156619 -23.311172);PR;43.0;LRS;PR_LRS;M.PR.LRS;M.LD.43.LDA_2;PR - Londrina;LONDRINA;LONDRINA - ROYAL PLAZA SHOPPING;RUA MATO GROSSO;310;LONDRINA;-23.311.172;-51.156.619;Bruno Gabriel Marques Felde;Juliano Zamboni;LEANDRO DIOGO;TIPO 8 _ L2;Sob demanda - Básica;ERB / Site de TX;;CSS;;1;85;187;NÃO;;;
POINT (-51.189669 -23.283322);PR;43.0;LSD;PR_LSD;M.PR.LSD;M.LD.43.LDA_2;PR - Londrina;LONDRINA;LONDRINA - JARDIM SAN DIEGO;AV. ARACY SOARES SANTOS;770; LOTE 337 REM/A;LONDRINA;-23.283.322;-51.189.669;Bruno Gabriel Marques Felde;Juliano Zamboni;LEANDRO DIOGO;TIPO 8 _ L2;Sob demanda - Básica;ERB / Site de TX;;CSS;;1;85;41;NÃO;;
POINT (-51.133164 -23.3403);PR;43.0;LA2;PR_LA2;M.PR.LA2;M.LD.43.LDA_2;PR - Londrina;LONDRINA;LONDRINA - AEROPORTO 2;AV JOSÉ VENTURA PINTO Nº 555;LONDRINA;-233.403;-51.133.164;Bruno Gabriel Marques Felde;Juliano Zamboni;LEANDRO DIOGO;TIPO 8 _ L2;Sob demanda - Básica;ERB / Site de TX;;TELXIUS => ATC;;1;64;361;NÃO;;;;
POINT (-51.168833 -23.314167);PR;43.0;LC3;PR_LC3;M.PR.LC3;M.LD.43.LDA_2;PR - Londrina;LONDRINA;LONDRINA - CENTRO 3;RUA PARÁ; 1790 - ED RESIDENCIAL PARÁ - CENTRO;LONDRINA;-23.314.167;-51.168.833;Bruno Gabriel Marques Felde;Juliano Zamboni;LEANDRO DIOGO;TIPO 8 _ L2;Sob demanda - Básica;ERB / Site de TX;;ZSITES;;1;64;360;NÃO;;;
POINT (-51.21708 -23.36605);PR;43.0;LEB;PR_LEB;M.PR.LEB;M.LD.43.LDA_2;PR - Londrina;LONDRINA;LONDRINA - ESTÂNCIA BOM TEMPO;RUA ALCIDES TURINI; 1777 - LERROVILLE;LONDRINA;-2.336.605;-5.121.708;Bruno Gabriel Marques Felde;Juliano Zamboni;LEANDRO DIOGO;TIPO 8 _ L2;Sob demanda - Básica;ERB / Site de TX;;WINITY;;1;87;275;NÃO;;;
POINT (-51.22698 -23.32095);PR;43.0;LOL;PR_LOL;M.PR.LOL;M.LD.43.LDA_2;PR - Londrina;LONDRINA;LONDRINA - OLIMPICO;AV DA MARATONA - - LONDRINA - PR - Q 8 LOTE 16 - JD OLIMPICO - SECÇÃO A - 86056 - Lerroville;LONDRINA;-2.332.095;-5.122.698;Bruno Gabriel Marques Felde;Juliano Zamboni;LEANDRO DIOGO;TIPO 8 _ L2;Sob demanda - Básica;ERB / Site de TX;;CSS;;1;91;757;NÃO;;;;
POINT (-51.14066 -23.32171);PR;43.0;LJO;PR_LJO;M.PR.LJO;M.LD.43.LDA_2;PR - Londrina;LONDRINA;LONDRINA - JARDIM LOLATA;RUA ELIZABETE KENNY;55;LONDRINA;-2.332.171;-5.114.066;Bruno Gabriel Marques Felde;Juliano Zamboni;LEANDRO DIOGO;TIPO 8 _ L2;Sob demanda - Básica;ERB / Site de TX;;FLW INFRA;;1;91;775;NÃO;;;
POINT (-51.15425 -23.26612);PR;43.0;LJE;PR_LJE;M.PR.LJE;M.LD.43.LDA_2;PR - Londrina;LONDRINA;LONDRINA - JOSE BELINATI;RUA LUPERCIO POZATTO;815;LONDRINA;-2.326.612;-5.115.425;Bruno Gabriel Marques Felde;Juliano Zamboni;LEANDRO DIOGO;TIPO 8 _ L2;Sob demanda - Básica;ERB / Site de TX;;FLW INFRA;;1;91;721;NÃO;;;
POINT (-51.161172 -23.313856);PR;43.0;LST;PR_LST;M.PR.LST;M.LD.43.LDA_2;PR - Londrina;LONDRINA;LONDRINA PPI SERCOMTEL;RUA PROFESSOR JOÃO CÂNDIDO 555;LONDRINA;-23.313.856;-51.161.172;Bruno Gabriel Marques Felde;Juliano Zamboni;LEANDRO DIOGO;TIPO 8 _ L2;Sob demanda - Básica;ERB / Site de TX;;SERCOMTEL;;949;890;NÃO;;;;;
POINT (-51.14981 -23.35072);PR;43.0;LVB;PR_LVB;M.PR.LVB;M.LD.43.LDA_2;PR - Londrina;LONDRINA;LONDRINA - JARDIM VILAS BOAS;RUA JOSÉ MANOEL DE SOUZA;75;LONDRINA;-2.335.072;-5.114.981;Bruno Gabriel Marques Felde;Juliano Zamboni;LEANDRO DIOGO;TIPO 8 _ L2;Sob demanda - Básica;ERB / Site de TX;;HIGHLINE;FLW INFRA;1;91;778;NÃO;;;
POINT (-51.165519 -23.2761);PR;43.0;LAL;PR_LAL;M.PR.LAL;M.LD.43.LDA_2;PR - Londrina;LONDRINA;LONDRINA - ALPES;AV LIBERDADE; S/N; QUADRA 2 LOTE 18-A - PARQUE RESIDENCIAL LIBERDADE;LONDRINA;-232.761;-51.165.519;Bruno Gabriel Marques Felde;Juliano Zamboni;LEANDRO DIOGO;TIPO 8 _ L2;Sob demanda - Básica;ERB / Site de TX;;CSS;IHS;1;95;893;NÃO;;
POINT (-51.20847 -23.28093);PR;43.0;LO3;PR_LO3;M.PR.LO3;M.LD.43.LDA_2;PR - Londrina;LONDRINA;LONDRINA - CILO 3;RUA CAP. JACI DA SILVA PINHEIROS; 555 - CILO III;LONDRINA;-2.328.093;-5.120.847;Bruno Gabriel Marques Felde;Juliano Zamboni;LEANDRO DIOGO;TIPO 8 _ L2;Sob demanda - Básica;ERB / Site de TX;;FLW INFRA;FLW INFRA;1;91;820;NÃO;;;
POINT (-51.12505 -23.366989);PR;43.0;LPI;PR_LPI;M.PR.LPI;M.LD.43.LDA_2;PR - Londrina;LONDRINA;LONDRINA - PARQUE DAS INDÚSTRIAS;RUA JOAQUIM GREGÓRIO MARQUES; 194 - Jatobá;LONDRINA;-23.366.989;-5.112.505;Bruno Gabriel Marques Felde;Juliano Zamboni;LEANDRO DIOGO;TIPO 8 _ L2;Sob demanda - Básica;ERB / Site de TX;;TELXIUS;VIVO;1;95;878;NÃO;;;
POINT (-51.123681 -23.329781);PR;43.0;LHU;PR_LHU;M.PR.LHU;M.LD.43.LDA_2;PR - Londrina;LONDRINA;LONDRINA - HOSPITAL UNIVERSITÁRIO;RUA BONIFÁCIO RIBEIRO DE ANDRADE; Nº 344 - ARAGARÇA;LONDRINA;-23.329.781;-51.123.681;Bruno Gabriel Marques Felde;Juliano Zamboni;LEANDRO DIOGO;TIPO 8 _ L2;Sob demanda - Básica;ERB / Site de TX;;TELXIUS;VIVO;1;95;854;NÃO;;;
POINT (-51.168411 -23.334131);PR;43.0;LTU;PR_LTU;M.PR.LTU;M.LD.43.LDA_2;PR - Londrina;LONDRINA;LONDRINA - TUCANOS;RUA ASSUNÇÃO; 154 - Guanabara;LONDRINA;-23.334.131;-51.168.411;Bruno Gabriel Marques Felde;Juliano Zamboni;LEANDRO DIOGO;TIPO 8 _ L2;Sob demanda - Básica;ERB / Site de TX;;QMC;QMC;1;95;896;NÃO;;;
POINT (-51.146811 -23.361019);PR;43.0;LVR;PR_LVR;M.PR.LVR;M.LD.43.LDA_2;PR - Londrina;LONDRINA;LONDRINA - VITÓRIA RÉGIA;RUA FLOR-DE-LÓTUS 153 - Ouro Branco;LONDRINA;-23.361.019;-51.146.811;Bruno Gabriel Marques Felde;Juliano Zamboni;LEANDRO DIOGO;TIPO 8 _ L2;Sob demanda - Básica;ERB / Site de TX;;ATC;ATC;1;97;162;NÃO;;;;
POINT (-51.154442 -23.334322);PR;43.0;2LB;PR_2LB;M.PR.2LB;M.LD.43.LDA_2;PR - Londrina;LONDRINA;LONDRINA - ELDORADO SLS 1;;LONDRINA;-23.334.322;-51.154.442;Bruno Gabriel Marques Felde;Juliano Zamboni;LEANDRO DIOGO;TIPO 8 _ K2;Sob demanda - Básica;SmallCell;;VIVO;;1;95;945;NÃO;;;;
POINT (-51.1465 -23.24458);PR;43.0;LCJ;PR_LCJ;M.PR.LCJ;M.LD.43.LDA_2;PR - Londrina;LONDRINA;LONDRINA - CINCO CONJUNTOS;AVENIDA BENTO AMARAL MONTEIRO S/N° AO LADO DO N° 2186 - JARDIM STRASS;LONDRINA;-2.324.458;-511.465;Bruno Gabriel Marques Felde;Juliano Zamboni;LEANDRO DIOGO;TIPO 8 _ L2;Sob demanda - Básica;ERB / Site de TX;;TELXIUS;;1;95;875;NÃO;;;;
POINT (-51.13934 -23.30051);PR;43.0;LID;PR_LID;M.PR.LID;M.LD.43.LDA_2;PR - Londrina;LONDRINA;LONDRINA - IDEAL;AVENIDA SANTA MÔNICA; SN - ESQUINA COM A RUA ROSA BRANCA - FRANCA;LONDRINA;-2.330.051;-5.113.934;Bruno Gabriel Marques Felde;Juliano Zamboni;LEANDRO DIOGO;TIPO 8 _ L2;Sob demanda - Básica;ERB / Site de TX;;TELXIUS;;1;95;877;NÃO;;;
POINT (-51.14477 -23.27808);PR;43.0;LPU;PR_LPU;M.PR.LPU;M.LD.43.LDA_2;PR - Londrina;LONDRINA;LONDRINA - PACAEMBÚ;R. EX-COMBATENTE ALTÍNO AFONSO DA SILVA; S/N ESQUINA R. DR. ALDO ABATE NETO - JARDIM MOEMA;LONDRINA;-2.327.808;-5.114.477;Bruno Gabriel Marques Felde;Juliano Zamboni;LEANDRO DIOGO;TIPO 8 _ L2;Sob demanda - Básica;ERB / Site de TX;;TELXIUS;;1;95;838;NÃO;;;
POINT (-51.161047 -23.32545);PR;43.0;2LK;PR_2LK;M.PR.2LK;M.LD.43.LDA_2;PR - Londrina;LONDRINA;LONDRINA - VILA IPIRANGA SLS 1;AVENIDA BANDEIRANTES - EM FRENTE AO N° 492 - IPIRANGA;LONDRINA;-2.332.545;-51.161.047;Bruno Gabriel Marques Felde;Juliano Zamboni;LEANDRO DIOGO;TIPO 8 _ K2;Sob demanda - Básica;SmallCell;;VIVO;;1;103;458;NÃO;;;;
POINT (-51.161414 -23.310064);PR;43.0;2LM;PR_2LM;M.PR.2LM;M.LD.43.LDA_2;PR - Londrina;LONDRINA;LONDRINA - JOÃO CANDIDO SMALL CELL 1;RUA PROFESSOR JOÃO CANDIDO - EM FRENTE AO N° 152 - CENTRO;LONDRINA;-23.310.064;-51.161.414;Bruno Gabriel Marques Felde;Juliano Zamboni;LEANDRO DIOGO;TIPO 8 _ K2;Sob demanda - Básica;SmallCell;;VIVO;;1;105;701;NÃO;;;;
POINT (-51.1914 -23.3068);PR;43.0;LCG;PR_LCG;M.PR.LCG;M.LD.43.LDA_2;PR - Londrina;LONDRINA;LONDRINA - CHAMPAGNAT;RUA UBERLÂNDIA; Nº 80 - N/A - JARDIM ALVORADA;LONDRINA;-233.068;-511.914;Bruno Gabriel Marques Felde;Juliano Zamboni;LEANDRO DIOGO;TIPO 8 _ L2;Sob demanda - Básica;ERB / Site de TX;;TELXIUS;VIVO;1;95;895;NÃO;;;
POINT (-51.2005 -23.266406);PR;43.0;LPR;PR_LPR;M.PR.LPR;M.LD.43.LDA_2;PR - Londrina;LONDRINA;LONDRINA - PEROBINHA;AVENIDA GIOCONDO MATURI; 920 - QUADRA 06 - LOTE 35/60 - JARDIM MARIA CELINA;LONDRINA;-23.266.406;-512.005;Bruno Gabriel Marques Felde;Juliano Zamboni;LEANDRO DIOGO;TIPO 8 _ L2;Sob demanda - Básica;ERB / Site de TX;;BTC;BTC;1;95;832;NÃO;;;
POINT (-51.180111 -23.262911);PR;43.0;LPT;PR_LPT;M.PR.LPT;M.LD.43.LDA_2;PR - Londrina;LONDRINA;LONDRINA - PARIGOT DE SOUZA;AVENIDA ALEXANDRE SANTORO; S/N° AO LADO DO Nº 1413 -  - CONJUNTO PARIGOT DE SOUZA 3;LONDRINA;-23.262.911;-51.180.111;Bruno Gabriel Marques Felde;Juliano Zamboni;LEANDRO DIOGO;TIPO 8 _ L2;Sob demanda - Básica;ERB / Site de TX;;TELXIUS;CAW;1;95;833;NÃO;;;
POINT (-51.157381 -23.37805);PR;43.0;LCZ;PR_LCZ;M.PR.LCZ;M.LD.43.LDA_2;PR - Londrina;LONDRINA;LONDRINA - CAFEZAL;RUA ALVIZIO JARRETA; S/N;LONDRINA;-2.337.805;-51.157.381;Bruno Gabriel Marques Felde;Juliano Zamboni;LEANDRO DIOGO;TIPO 8 _ L2;Sob demanda - Básica;ERB / Site de TX;;TELXIUS;CTOWERS;1;95;890;NÃO;;;
POINT (-51.12716 -23.30839);PR;43.0;LMA;PR_LMA;M.PR.LMA;M.LD.43.LDA_2;PR - Londrina;LONDRINA;LONDRINA - MARABA;;LONDRINA;-2.330.839;-5.112.716;Bruno Gabriel Marques Felde;Juliano Zamboni;LEANDRO DIOGO;TIPO 8 _ L2;Sob demanda - Básica;ERB / Site de TX;;SBA;SBA;1;102;482;NÃO;;;;
POINT (-51.18038 -23.35707);PR;43.0;LLM;PR_LLM;M.PR.LLM;M.LD.43.LDA_2;PR - Londrina;LONDRINA;LONDRINA - CONDOMÍNIO RESIDENCIAL BELA MANHÃ;RUA JOSÉ ROQUE SALTON S/N;LONDRINA;-2.335.707;-5.118.038;Bruno Gabriel Marques Felde;Juliano Zamboni;LEANDRO DIOGO;TIPO 8 _ L2;Sob demanda - Básica;ERB / Site de TX;;WINITY;WINITY;1;101;736;NÃO;;;;
POINT (-51.180331 -23.294031);PR;43.0;2LF;PR_2LF;M.PR.2LF;M.LD.43.LDA_2;PR - Londrina;LONDRINA;LONDRINA - UBS JARDIM DO SOL SMALL CELL 1;RUA MARTE;LONDRINA;-23.294.031;-51.180.331;Bruno Gabriel Marques Felde;Juliano Zamboni;LEANDRO DIOGO;TIPO 8 _ K2;Sob demanda - Básica;SmallCell;;VIVO;INDEFINIDO;1;102;374;NÃO;;;;
POINT (-51.200306 -23.200917);PR;43.0;LWT;PR_LWT;M.PR.LWT;M.LD.43.LDA_2;PR - Londrina;LONDRINA;LONDRINA WARTA;ESTRADA WARTA EMBRAPA; S/N;LONDRINA;-23.200.917;-51.200.306;Bruno Gabriel Marques Felde;Juliano Zamboni;LEANDRO DIOGO;TIPO 8 _ L2;Sob demanda - Básica;ERB / Site de TX;;TELXIUS;VIVO;1;95;879;NÃO;;;
POINT (-51.15575 -23.294694);PR;43.0;LVO;PR_LVO;M.PR.LVO;M.LD.43.LDA_2;PR - Londrina;LONDRINA;LONDRINA - VILA NOVA;R. TIETÊ; 173 JARDIM TABAPUÃ;LONDRINA;-23.294.694;-5.115.575;Bruno Gabriel Marques Felde;Juliano Zamboni;LEANDRO DIOGO;TIPO 8 _ L2;Sob demanda - Básica;ERB / Site de TX;;ATC;;1;95;880;NÃO;;;
POINT (-51.15322 -23.32219);PR;43.0;LIP;PR_LIP;M.PR.LIP;M.LD.43.LDA_2;PR - Londrina;LONDRINA;LONDRINA - IPIRANGA;RUA JORGE VELHO; 900 - RESIDENCIAL VILLAGREGA II;LONDRINA;-2.332.219;-5.115.322;Bruno Gabriel Marques Felde;Juliano Zamboni;LEANDRO DIOGO;TIPO 8 _ L2;Sob demanda - Básica;ERB / Site de TX;;PTI;FLW INFRA;1;100;895;NÃO;;;
POINT (-51.209589 -23.321217);PR;43.0;LUO;PR_LUO;M.PR.LUO;M.LD.43.LDA_2;PR - Londrina;LONDRINA;LONDRINA - UNIVERSIDADE;AVENIDA VINICIUS DE MORAES; Nº 230;LONDRINA;-23.321.217;-51.209.589;Bruno Gabriel Marques Felde;Juliano Zamboni;LEANDRO DIOGO;TIPO 8 _ L2;Sob demanda - Básica;ERB / Site de TX;;SBA;SBA;1;105;416;NÃO;;;
POINT (-51.163083 -23.311056);PR;43.0;2LP;PR_2LP;M.PR.2LP;M.LD.43.LDA_2;PR - Londrina;LONDRINA;LONDRINA - RUA PARANA SMALL CELL;AVENIDA PARANÁ; ENTRE OS N° 71 E 88 (CALÇADÃO);LONDRINA;-23.311.056;-51.163.083;Bruno Gabriel Marques Felde;Juliano Zamboni;LEANDRO DIOGO;TIPO 8 _ L2;Sob demanda - Básica;SmallCell;;VIVO;;1;108;257;NÃO;;;
POINT (-51.15125 -23.251194);PR;43.0;LIO;PR_LIO;M.PR.LIO;M.LD.43.LDA_2;PR - Londrina;LONDRINA;LONDRINA - CINCO CONJUNTOS;;LONDRINA;-23.251.194;-5.115.125;Bruno Gabriel Marques Felde;Juliano Zamboni;LEANDRO DIOGO;TIPO 8 _ L2;Sob demanda - Básica;ERB / Site de TX;;SBA;SBA;1;105;391;NÃO;;;;
POINT (-51.154336 -23.259657);PR;43.0;2LE;PR_2LE;M.PR.2LE;M.LD.43.LDA_2;PR - Londrina;LONDRINA;LONDRINA - HOSPITAL ZONA NORTE;RUA ODILON BRAGA - SEBASTIÃO MELO CÉSAR;LONDRINA;-23.259.657;-51.154.336;Bruno Gabriel Marques Felde;Juliano Zamboni;LEANDRO DIOGO;TIPO 8 _ K2;Sob demanda - Básica;SmallCell;;VIVO;;#REF!;NÃO;;;;;;
POINT (-51.122244 -23.286174);PR;43.0;2LN;PR_2LN;M.PR.2LN;M.LD.43.LDA_2;PR - Londrina;LONDRINA;LONDRINA - UBS LINDOIA SMALL CELL;AVENIDA DAS MARITACAS; PRÓXIMO AO Nº 1800 (CANTEIRO CENTRAL) - INDUSVILLE;LONDRINA;-23.286.174;-51.122.244;Bruno Gabriel Marques Felde;Juliano Zamboni;LEANDRO DIOGO;TIPO 8 _ K2;Sob demanda - Básica;SmallCell;;VIVO;;#REF!;NÃO;;;;;
POINT (-51.670944 -24.521444);PR;43.0;MNR;PR_MNR;M.PR.MNR;M.LD.43.LDA_2;PR - Londrina;CAMPO MOURÃO;Manoel Ribas;RUA PARANÁ;373;MANOEL RIBAS;-24.521.444;-51.670.944;Bruno Gabriel Marques Felde;Juliano Zamboni;LEANDRO DIOGO;TIPO 8 _ L2;Sob demanda - Básica;ERB / Site de TX;;SP TORRES;;908;245;SIM;;;;
POINT (-51.296144 -23.749383);PR;43.0;MLA;PR_MLA;M.PR.MLA;M.LD.43.LDA_2;PR - Londrina;LONDRINA;Marilândia do Sul;RUA PONTA GROSSA; 136 ESQUINA COM RUA AMÉRICO; PRÓXIMO A SANEPAR.;MARILÂNDIA DO SUL;-23.749.383;-51.296.144;Bruno Gabriel Marques Felde;Juliano Zamboni;LEANDRO DIOGO;TIPO 8 _ L2;Sob demanda - Básica;ERB / Site de TX;;ATC;;907;983;SIM;;;
POINT (-51.642556 -23.710722);PR;43.0;MRB;PR_MRB;M.PR.MRB;M.LD.43.LDA_2;PR - Londrina;MARINGÁ;MARUMBI;R SANTOS DUMONT; AO LADO DO 465 -  Nº S/N;MARUMBI;-23.710.722;-51.642.556;Bruno Gabriel Marques Felde;Juliano Zamboni;LEANDRO DIOGO;TIPO 8 _ L2;Sob demanda - Básica;ERB / Site de TX;;ATC;;925;947;SIM;;;;
POINT (-51.176744 -23.924347);PR;43.0;MQP;PR_MQP;M.PR.MQP;M.LD.43.LDA_2;PR - Londrina;LONDRINA;MAUA DA SERRA POLICIA RODOVIARIA;RODOV. DO CAFÉ BR 376 - Nº S/N;MAUÁ DA SERRA;-23.924.347;-51.176.744;Bruno Gabriel Marques Felde;Juliano Zamboni;LEANDRO DIOGO;TIPO 8 _ L2;Sob demanda - Básica;ERB / Site de TX;;CLARO;;920;519;NÃO;;;;;
POINT (-51.225511 -23.897777);PR;43.0;MQS;PR_MQS;M.PR.MQS;M.LD.43.LDA_2;PR - Londrina;LONDRINA;Mauá da Serra;AVENIDA PONTA GROSSA;454;MAUÁ DA SERRA;-23.897.777;-51.225.511;Bruno Gabriel Marques Felde;Juliano Zamboni;LEANDRO DIOGO;TIPO 8 _ L2;Sob demanda - Básica;ERB / Site de TX;;ATC;;907;999;NÃO;;;;
POINT (-50.71352 -23.33323);PR;43.0;NAC;PR_NAC;M.PR.NAC;M.LD.43.LDA_2;PR - Londrina;LONDRINA;NOVA AMÉRICA DA COLINA - CENTRO;RUA LARANJINHA S/N CENTRO;NOVA AMÉRICA DA COLINA;-2.333.323;-5.071.352;Bruno Gabriel Marques Felde;Juliano Zamboni;LEANDRO DIOGO;TIPO 8 _ L2;Sob demanda - Básica;ERB / Site de TX;;ATC;ATC;1;94;799;SIM;;;;
POINT (-50.561477 -23.434836);PR;43.0;NFA;PR_NFA;M.PR.NFA;M.LD.43.LDA_2;PR - Londrina;LONDRINA;Nova Fátima;R MARECHAL GASPAR DUTRA - Nº 601;NOVA FÁTIMA;-23.434.836;-50.561.477;Bruno Gabriel Marques Felde;Juliano Zamboni;LEANDRO DIOGO;TIPO 8 _ L2;Sob demanda - Básica;ERB / Site de TX;;OI;;925;958;SIM;;;;;
POINT (-50.754875 -23.583063);PR;43.0;NSB;PR_NSB;M.PR.NSB;M.LD.43.LDA_2;PR - Londrina;LONDRINA;NOVA SANTA BÁRBARA;Estrada Rural do Município;NOVA SANTA BÁRBARA;-23.583.063;-50.754.875;Bruno Gabriel Marques Felde;Juliano Zamboni;LEANDRO DIOGO;TIPO 8 _ L2;Sob demanda - Básica;ERB / Site de TX;;SBA;;925;949;SIM;;;;;
POINT (-50.0634 -23.8986);PR;43.0;ZWB;PR_ZWB;M.PR.ZWB;M.LD.43.LDA_2;PR - Londrina;ANDIRÁ;WENCESLAU BRÁS REP TX;Rua Santa Catarina - Nº S/N;PINHALÃO;-238.986;-500.634;Bruno Gabriel Marques Felde;Juliano Zamboni;LEANDRO DIOGO;TIPO 8 _ L2;Sob demanda - Básica;ERB / Site de TX;;SBA (HIGHLINE);;1;19;904;SIM;;;;
POINT (-51.584166 -23.23555);PR;43.0;PIT;PR_PIT;M.PR.PIT;M.LD.43.LDA_2;PR - Londrina;LONDRINA;Pitangueiras;AVENIDA CENTRAL; S/N (ALMOXARIFADO MUNICIPAL);PITANGUEIRAS;-2.323.555;-51.584.166;Bruno Gabriel Marques Felde;Juliano Zamboni;LEANDRO DIOGO;TIPO 8 _ K2;Sob demanda - Básica;ERB / Site de TX;;VIVO;;907;996;SIM;;;;
POINT (-51.371991 -22.758269);PR;43.0;PRU;PR_PRU;M.PR.PRU;M.LD.43.LDA_2;PR - Londrina;LONDRINA;Porecatu;RUA EFEITO ANIS ZAKIR; S/N;PORECATU;-22.758.269;-51.371.991;Bruno Gabriel Marques Felde;Juliano Zamboni;LEANDRO DIOGO;TIPO 8 _ L2;Sob demanda - Básica;ERB / Site de TX;;TIM;;907;817;SIM;;;;
POINT (-51.030783 -22.852139);PR;43.0;POM;PR_POM;M.PR.POM;M.LD.43.LDA_2;PR - Londrina;LONDRINA;Primeiro de Maio;RUA 14;128;PRIMEIRO DE MAIO;-22.852.139;-51.030.783;Bruno Gabriel Marques Felde;Juliano Zamboni;LEANDRO DIOGO;TIPO 8 _ L2;Sob demanda - Básica;ERB / Site de TX;;ATC;;907;818;SIM;;;;
POINT (-49.918169 -23.558375);PR;43.0;QTG;PR_QTG;M.PR.QTG;M.LD.43.LDA_2;PR - Londrina;ANDIRÁ;Quatiguá;RUA DOS ANTÚRIOS X RUA DAS PALMEIRAS;QUATIGUÁ;-23.558.375;-49.918.169;Bruno Gabriel Marques Felde;Juliano Zamboni;LEANDRO DIOGO;TIPO 8 _ L2;Sob demanda - Básica;ERB / Site de TX;;ATC;;907;982;SIM;;;;;
POINT (-50.912056 -23.067694);PR;43.0;RHG;PR_RHG;M.PR.RHG;M.LD.43.LDA_2;PR - Londrina;LONDRINA;RANCHO ALEGRE;Rua Amazonas 445; Rancho Alegre;RANCHO ALEGRE;-23.067.694;-50.912.056;Bruno Gabriel Marques Felde;Juliano Zamboni;LEANDRO DIOGO;TIPO 8 _ L2;Sob demanda - Básica;ERB / Site de TX;;ATC (BR TOWER);;925;952;SIM;;;;
POINT (-49.757961 -23.192544);PR;43.0;RBC;PR_RBC;M.PR.RBC;M.LD.43.LDA_2;PR - Londrina;ANDIRÁ;Ribeirão Claro;RUA TIRADENTES;149;RIBEIRÃO CLARO;-23.192.544;-49.757.961;Bruno Gabriel Marques Felde;Juliano Zamboni;LEANDRO DIOGO;TIPO 8 _ L2;Sob demanda - Básica;ERB / Site de TX;;OI;;908;94;SIM;;;;
POINT (-50.350494 -23.420994);PR;43.0;RHL;PR_RHL;M.PR.RHL;M.LD.43.LDA_2;PR - Londrina;ANDIRÁ;Ribeirão do Pinhal;RODOVIA PR 208; LOTES 8 E 24 GLEBA 20;RIBEIRÃO DO PINHAL;-23.420.994;-50.350.494;Bruno Gabriel Marques Felde;Juliano Zamboni;LEANDRO DIOGO;TIPO 8 _ L1;Sob demanda - Completa;ERB / Site de TX;;ATC;;908;418;NÃO;;;;
POINT (-50.338444 -23.491306);PR;43.0;ZRP;PR_ZRP;M.PR.ZRP;M.LD.43.LDA_2;PR - Londrina;ANDIRÁ;Ribeirão do Pinhal Rep;Estrada p/Triolândia - Faz. N.Sra.Aparecida - Zona Rural;RIBEIRÃO DO PINHAL;-23.491.306;-50.338.444;Bruno Gabriel Marques Felde;Juliano Zamboni;LEANDRO DIOGO;TIPO 8 _ I;Custo Fixo;ERB / Site de TX;;ATC;;919;666;NÃO;X;;;;
